"Supplied Name","guid","scientificName","family","kingdom","Authority","Country","Kingdom","Environment","Origin","Evidence of impact","Verification","Year","Source"
"Selago corymbosa","https://id.biodiversity.org.au/node/apni/2886501","Selago corymbosa","Scrophulariaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Selago thunbergii","https://id.biodiversity.org.au/node/apni/2914925","Selago canescens","Scrophulariaceae",,"Choisy","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Selenicereus macdonaldiae","https://id.biodiversity.org.au/node/apni/2905613","Selenicereus macdonaldiae","Cactaceae",,"Britton & Rose","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senecio angulatus","https://id.biodiversity.org.au/node/apni/2900039","Senecio angulatus","Asteraceae",,"L. f.","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senecio crassiflorus","https://id.biodiversity.org.au/node/apni/2913271","Senecio crassiflorus","Asteraceae",,"DC. (Lam.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senecio diaschides","https://id.biodiversity.org.au/node/apni/2915695","Senecio diaschides","Asteraceae",,"D.G.Drury","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senecio linearifolius","https://id.biodiversity.org.au/node/apni/7063134","Senecio linearifolius","Asteraceae",,"A.Rich.","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senecio macroglossus","https://id.biodiversity.org.au/node/apni/2902240","Senecio macroglossus","Asteraceae",,"DC.","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senecio madagascariensis","https://id.biodiversity.org.au/node/apni/2903107","Senecio madagascariensis","Asteraceae",,"Poir.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senecio pterophorus","https://id.biodiversity.org.au/node/apni/2891810","Senecio pterophorus","Asteraceae",,"DC.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senecio tamoides","https://id.biodiversity.org.au/node/apni/2887441","Senecio tamoides","Asteraceae",,"DC.","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senecio vulgaris","https://id.biodiversity.org.au/node/apni/2891195","Senecio vulgaris","Asteraceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna alata","https://id.biodiversity.org.au/node/apni/2909281","Senna alata","Fabaceae",,"Roxb. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna barclayana","https://id.biodiversity.org.au/node/apni/2902618","Senna barclayana","Fabaceae",,"Randell (Sweet)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna bicapsularis","https://id.biodiversity.org.au/name/apni/103272","Senna bicapsularis","Fabaceae",,"Roxb. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna corymbosa","https://id.biodiversity.org.au/instance/apni/781384","Senna corymbosa","Fabaceae",,"H.S.Irwin & Barneby (Lam.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna didymobotrya","https://id.biodiversity.org.au/node/apni/2911214","Senna didymobotrya","Fabaceae",,"H.S.Irwin & Barneby (Fresen.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna floribunda","NZOR-6-134276","Senna floribunda H.S.Irwin & Barneby","Fabaceae",,"H.S.Irwin & Barneby (Cav.)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna hirsuta","https://id.biodiversity.org.au/node/apni/2914776","Senna hirsuta","Fabaceae",,"H.S.Irwin & Barneby (L.)","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna multiglandulosa","https://id.biodiversity.org.au/node/apni/2897669","Senna multiglandulosa","Fabaceae",,"H.S.Irwin & Barneby (Jacq.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna multijuga","https://id.biodiversity.org.au/node/apni/2891490","Senna multijuga","Fabaceae",,"H.S.Irwin & Barneby (Rich.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna obtusifolia","https://id.biodiversity.org.au/node/apni/2915623","Senna obtusifolia","Fabaceae",,"H.S.Irwin & Barneby (L.)","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna occidentalis","https://id.biodiversity.org.au/node/apni/2914000","Senna occidentalis","Fabaceae",,"Link (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna pendula","https://id.biodiversity.org.au/node/apni/2889275","Senna pendula","Fabaceae",,"H.S.Irwin & Barneby (Willd.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna pendula var. glabrata","https://id.biodiversity.org.au/node/apni/2912518","Senna pendula var. glabrata","Fabaceae",,"H.S.Irwin & Barneby (Vogel)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories."
"Senna septemtrionalis","https://id.biodiversity.org.au/node/apni/2895537","Senna septemtrionalis","Fabaceae",,"H.S.Irwin & Barneby (Viv.)","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna siamea","https://id.biodiversity.org.au/node/apni/2902924","Senna siamea","Fabaceae",,"H.S.Irwin & Barneby (Lam.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna spectabilis","https://id.biodiversity.org.au/node/apni/2911896","Senna spectabilis","Fabaceae",,"H.S.Irwin & Barneby (DC.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Senna tora","https://id.biodiversity.org.au/node/apni/2886076","Senna tora","Fabaceae",,"Roxb. (L.)","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sequoia sempervirens","https://id.biodiversity.org.au/node/apni/2904306","Sequoia sempervirens","Cupressaceae",,"Endl. (D. Don)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Serjania exarata","https://id.biodiversity.org.au/node/apni/2907640","Serjania exarata","Sapindaceae",,"Radlk.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sesamum indicum","https://id.biodiversity.org.au/taxon/apni/51291117","Sesamum indicum","Pedaliaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sesbania cannabina","https://id.biodiversity.org.au/taxon/apni/51285723","Sesbania cannabina","Fabaceae",,"Pers. (Retz.)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sesbania punicea","https://id.biodiversity.org.au/name/apni/209288","Sesbania punicea","Fabaceae",,"Benth. (Cav.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sesbania sesban","https://id.biodiversity.org.au/node/apni/2920641","Sesbania burbidgeae","Fabaceae",,"Merr. (L.)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sesuvium portulacastrum","https://id.biodiversity.org.au/node/apni/2901040","Sesuvium portulacastrum","Aizoaceae",,"L. (L.)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Setaria barbata","https://id.biodiversity.org.au/node/apni/2897204","Setaria barbata","Poaceae",,"Kunth (Lam.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Setaria incrassata","https://id.biodiversity.org.au/node/apni/2900848","Setaria incrassata","Poaceae",,"Hack. (Hochst.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Setaria italica","https://id.biodiversity.org.au/node/apni/2906890","Setaria italica","Poaceae",,"P.Beauv. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Setaria palmifolia","https://id.biodiversity.org.au/node/apni/2898296","Setaria palmifolia","Poaceae",,"(J.Koenig) Stapf","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Setaria parviflora","https://id.biodiversity.org.au/node/apni/2901308","Setaria parviflora","Poaceae",,"M.Kerguelen (Poir.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Setaria poiretiana","https://id.biodiversity.org.au/node/apni/2920031","Setaria poiretiana","Poaceae",,"Kunth (Schult.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Setaria pumila","https://id.biodiversity.org.au/node/apni/2894337","Setaria pumila","Poaceae",,"Roem. & Schult. (Poir.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Setaria sphacelata","https://id.biodiversity.org.au/node/apni/7774102","Setaria sphacelata","Poaceae",,"Stapf & C.E.Hubb. ex Moss (Schumach.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Setaria verticillata","https://id.biodiversity.org.au/node/apni/2902762","Setaria verticillata","Poaceae",,"P.Beauv. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Setaria viridis","https://id.biodiversity.org.au/node/apni/2905850","Setaria viridis","Poaceae",,"P.Beauv. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Severinia buxifolia","https://id.biodiversity.org.au/node/apni/2919101","Severinia buxifolia","Rutaceae",,"Ten. (Poir.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sherardia arvensis","https://id.biodiversity.org.au/node/apni/2898986","Sherardia arvensis","Rubiaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sida acuta","https://id.biodiversity.org.au/node/apni/2896490","Sida acuta","Malvaceae",,"Burm. f.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sida atherophora","https://id.biodiversity.org.au/node/apni/2916928","Sida atherophora","Malvaceae",,"Domin","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sida cordifolia","https://id.biodiversity.org.au/node/apni/2898401","Sida cordifolia","Malvaceae",,"L.","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sida pusilla","https://id.biodiversity.org.au/node/apni/2905091","Sida pusilla","Malvaceae",,"Cav.","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Sida rhombifolia","https://id.biodiversity.org.au/node/apni/2909922","Sida rhombifolia","Malvaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
